report_id,arm,hromada,katottg,block,recommended_partner,package_label_uk,send_day,deliverable,opened,opened_day,clicked_recommendation,replied_any,reply_day,inbound_request_90d,inbound_request_30d,inbound_day,engagement_code
B0035,B0,Чернігівська міська територіальна громада,UA74100390000073425,north/large,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0036,B0,Немовицька сільська територіальна громада,UA56080130000056682,west/mid,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0037,B0,Острожецька сільська територіальна громада,UA56040210000047101,west/small,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0038,B0,Бугринська сільська територіальна громада,UA56060070000034529,west/small,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0039,B0,Боярська міська територіальна громада,UA32140030000074165,center/large,,,0,True,True,4,False,False,,True,True,27,asked_general_consult
B0040,B0,Нижньоворітська сільська територіальна громада,UA21040190000088960,west/mid,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0041,B0,Криворізька міська територіальна громада,UA12060170000091033,east/large,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0042,B0,Свалявська міська територіальна громада,UA21040230000091606,west/large,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0043,B0,Оржицька селищна територіальна громада,UA53040070000083099,center/mid,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0044,B0,Вишківська селищна територіальна громада,UA21120030000076462,west/mid,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0045,B0,Галицька міська територіальна громада,UA26040090000025932,west/mid,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0046,B0,Рівненська міська територіальна громада,UA56060470000086729,west/large,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0047,B0,Дубівська селищна територіальна громада,UA21080070000025254,west/mid,,,0,True,True,3,False,False,,True,True,25,asked_intro_to_recommended_partner
B0048,B0,Жмеринська міська територіальна громада,UA05060050000058111,center/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0049,B0,Тараканівська сільська територіальна громада,UA56040350000014945,west/small,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0050,B0,Березівська сільська територіальна громада,UA59100010000064812,north/small,,,0,True,True,4,False,True,8,False,False,,opened_no_followup
B0051,B0,Новоолександрівська сільська територіальна громада,UA65020170000056973,south/small,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0052,B0,Слобожанська селищна територіальна громада,UA12020250000010438,east/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0053,B0,Корецька міська територіальна громада,UA56060310000066585,west/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0054,B0,Заводська міська територіальна громада,UA53060130000040567,center/mid,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0055,B0,Косівська міська територіальна громада,UA26100010000076570,west/large,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0056,B0,Галицинівська сільська територіальна громада,UA48060070000087404,south/small,,,0,True,True,4,False,True,4,False,False,,opened_no_followup
B0057,B0,Тересвянська селищна територіальна громада,UA21080130000093757,west/mid,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0058,B0,Марганецька міська територіальна громада,UA12080010000029838,east/large,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0059,B0,Мукачівська міська територіальна громада,UA21040150000092428,west/large,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0060,B0,Новослобідська сільська територіальна громада,UA59020110000066430,north/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0061,B0,П'ятихатська міська територіальна громада,UA12040210000039759,east/mid,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0062,B0,Великосорочинська сільська територіальна громада,UA53060070000077527,center/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0063,B0,Рокитнянська селищна територіальна громада,UA32020130000010013,center/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0064,B0,Вікнянська сільська територіальна громада,UA73060090000047054,west/small,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0065,B0,Джуринська сільська територіальна громада,UA05060030000026125,center/mid,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0066,B0,Лубенська міська територіальна громада,UA53040030000088898,center/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0067,B0,Космацька сільська територіальна громада,UA26100030000012148,west/small,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0068,B0,Жовківська міська територіальна громада,UA46060130000059055,west/large,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0069,B0,Тернопільська міська територіальна громада,UA61040490000035010,west/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0070,B0,Боянська сільська територіальна громада,UA73060010000052133,west/small,,,0,True,True,7,False,True,12,False,False,,opened_no_followup
B0071,B0,Березнівська міська територіальна громада,UA56060030000057923,west/large,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0072,B0,Сухополов'янська сільська територіальна громада,UA74080170000055617,north/mid,,,0,True,True,3,False,True,6,False,False,,opened_no_followup
B0073,B0,Пришибська сільська територіальна громада,UA53020210000023587,center/small,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0074,B0,Банилівська сільська територіальна громада,UA73020010000044067,west/small,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0075,B0,Миколаївська міська територіальна громада,UA48060150000071713,south/large,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0076,B0,Парафіївська селищна територіальна громада,UA74080110000023749,north/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0077,B0,Бабинська сільська територіальна громада,UA56060010000018261,west/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0078,B0,Головинська сільська територіальна громада,UA56060130000072276,west/small,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0079,B0,Чагорська сільська територіальна громада,UA73060590000095243,west/mid,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0080,B0,Новобузька міська територіальна громада,UA48020150000051082,south/mid,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0081,B0,Глибоцька селищна територіальна громада,UA73060150000088691,west/mid,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0082,B0,Байковецька сільська територіальна громада,UA61040010000042862,west/mid,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0083,B0,Лохвицька міська територіальна громада,UA53060190000015369,center/mid,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0084,B0,Бердянська міська територіальна громада,UA23020050000046501,east/large,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0085,B0,Славутицька міська територіальна громада,UA32100130000093505,center/mid,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0086,B0,Соснівська селищна територіальна громада,UA56060490000031684,west/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0087,B0,Великогаївська сільська територіальна громада,UA61040110000010646,west/mid,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0088,B0,Жовтоводська міська територіальна громада,UA12040110000091524,east/large,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0089,B0,Куликівська селищна територіальна громада,UA74100210000053397,north/mid,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0090,B0,Повчанська сільська територіальна громада,UA56040250000064519,west/small,,,0,True,True,7,False,True,12,False,False,,opened_no_followup
B0091,B0,Мигіївська сільська територіальна громада,UA48080110000010732,south/small,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0092,B0,Білоцерківська міська територіальна громада,UA32020010000093088,center/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0093,B0,Великобудищанська сільська територіальна громада,UA53060050000024229,center/small,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0094,B0,Снігурівська міська територіальна громада,UA48020190000083597,south/mid,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0095,B0,Глухівська міська територіальна громада,UA59100030000078744,north/large,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0096,B0,Яблунівська селищна територіальна громада,UA26100090000038366,west/mid,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0097,B0,Рокитнівська селищна територіальна громада,UA56080150000069525,west/large,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0098,B0,Збаразька міська територіальна громада,UA61040150000098181,west/large,,,0,True,True,6,False,False,,False,False,,opened_no_followup
B0099,B0,Горінчівська сільська територіальна громада,UA21120050000055437,west/mid,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0100,B0,Радивилівська міська територіальна громада,UA56040290000025511,west/mid,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0101,B0,Борщівська міська територіальна громада,UA61060050000068464,west/large,,,0,True,True,0,False,False,,False,False,,opened_no_followup
B0102,B0,Рукшинська сільська територіальна громада,UA73040150000056182,west/small,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0103,B0,Новосанжарська селищна територіальна громада,UA53080310000072384,center/mid,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0104,B0,Дрогобицька міська територіальна громада,UA46020030000019252,west/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0105,B0,Нечаянська сільська територіальна громада,UA48060190000070297,south/small,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0106,B0,Оболонська сільська територіальна громада,UA53020150000098867,center/small,,,0,True,True,1,False,True,3,False,False,,opened_no_followup
B0107,B0,Великобичківська селищна територіальна громада,UA21060030000020114,west/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0108,B0,Вільнозапорізька сільська територіальна громада,UA48020050000023194,south/small,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0109,B0,Журавненська селищна територіальна громада,UA46100070000076013,west/mid,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0110,B0,Іванівська сільська територіальна громада,UA05120050000063063,center/mid,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0111,B0,Сенчанська сільська територіальна громада,UA53060290000047345,center/small,,,0,True,True,2,False,False,,False,False,,opened_no_followup
B0112,B0,Волоківська сільська територіальна громада,UA73060110000070017,west/small,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0113,B0,Тисменицька міська територіальна громада,UA26040330000019235,west/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0114,B0,Новоборисівська сільська територіальна громада,UA51140110000053825,south/small,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0115,B0,Солотвинська селищна територіальна громада,UA26040290000025886,west/large,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0116,B0,Немирівська міська територіальна громада,UA05020170000049432,center/large,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0117,B0,Лука-Мелешківська сільська територіальна громада,UA05020150000074651,center/mid,,,0,True,True,0,False,True,3,False,False,,opened_no_followup
B0118,B0,Зазимська сільська територіальна громада,UA32060090000096236,center/mid,,,0,True,True,1,False,False,,False,False,,opened_no_followup
B0119,B0,Дніпровська міська територіальна громада,UA12020010000033698,east/large,,,0,True,True,5,False,False,,False,False,,opened_no_followup
B0120,B0,Новогалещинська селищна територіальна громада,UA53020130000091122,center/small,,,0,True,True,4,False,False,,False,False,,opened_no_followup
B0121,B0,Апостолівська міська територіальна громада,UA12060010000090992,east/mid,,,0,True,True,3,False,True,6,False,False,,opened_no_followup
B0122,B0,Лозівська міська територіальна громада,UA63100050000079487,east/large,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0123,B0,Острозька міська територіальна громада,UA56060450000083945,west/large,,,0,True,True,3,False,False,,False,False,,opened_no_followup
B0124,B0,Кам'янська міська територіальна громада,UA12040150000015189,east/large,,,0,True,True,7,False,False,,False,False,,opened_no_followup
B0125,B0,Бурштинська міська територіальна громада,UA26040070000065724,west/large,,,0,True,True,0,False,False,,False,False,,opened_no_followup
